text,sentiment,n_pos_words,n_neg_words
"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise .",neg,0,0
it's fitfully funny but never really takes off .,neg,0,0
"any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes . like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",neg,0,1
"if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",pos,0,0
"costner's warm-milk persona is just as ill-fitting as shadyac's perfunctory directing chops , and some of the more overtly silly dialogue would sink laurence olivier .",neg,0,0
it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .,pos,0,0
"the salton sea has moments of inspired humour , though every scrap is of the darkest variety .",pos,0,0
kudos to the most enchanting film of the year .,pos,0,0
the plan to make enough into an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong .,neg,0,0
a chick flick for guys .,pos,0,0
will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .,pos,0,0
"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile .",neg,1,0
"for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie .",pos,0,0
feels too formulaic and too familiar to produce the transgressive thrills of early underground work .,neg,0,0
the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it .,neg,1,0
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",neg,0,0
for the most part stevens glides through on some solid performances and witty dialogue .,pos,0,0
 . . . the whole thing succeeded only in making me groggy .,neg,0,0
"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them .",neg,0,1
"it would be interesting to hear from the other side , but in talk to her , the women are down for the count .",pos,0,0
"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",neg,0,0
" "" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .",pos,1,0
kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,pos,0,0
"although what time offers tsai's usual style and themes , it has a more colorful , more playful tone than his other films .",pos,0,0
"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence .",neg,0,0
entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .,pos,0,0
it made me realize that we really haven't had a good cheesy b-movie playing in theaters since . . . well . . . since last week's reign of fire .,neg,1,0
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,neg,0,0
"certainly not a good movie , but it wasn't horrible either .",neg,1,1
"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy .",pos,0,0
festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you .,neg,0,0
 . . . a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone .,neg,0,0
"the script is high on squaddie banter , low on shocks .",neg,0,0
"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .",pos,0,0
"it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",neg,1,0
"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave .",neg,0,1
[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .,pos,0,0
a surprisingly sweet and gentle comedy .,pos,0,0
"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle .",pos,0,0
"not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",pos,0,0
"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb .",neg,0,1
a triumph of pure craft and passionate heart .,pos,0,0
"barry convinces us he's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",pos,0,0
"the only thing to fear about "" fear dot com "" is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .",neg,0,0
suffers from all the excesses of the genre .,neg,0,0
claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,pos,0,0
"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",pos,0,0
sparse but oddly compelling .,pos,0,0
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,neg,1,0
"occasionally funny , sometimes inspiring , often boring .",neg,0,1
"the best you can say about it is it's so uninspired , it barely gives one pause when considering some of the other dreck out there right now .",neg,1,0
"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",neg,0,0
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .",neg,0,0
"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .",pos,0,0
it's a boom-box of a movie that might have been titled 'the loud and the ludicrous' . . . the pandering to a moviegoing audience dominated by young males is all too calculated .,neg,0,0
"you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down .",neg,0,0
"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",neg,0,0
"suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .",pos,0,0
few films this year have been as resolute in their emotional nakedness .,pos,0,0
undercover brother doesn't go far enough . it's just a silly black genre spoof .,neg,0,0
i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,neg,0,0
snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than hi,neg,0,0
"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days .",pos,1,0
"despite the film's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity .",pos,0,0
jacquot's tosca is a treat .,pos,0,0
a captivating and intimate study about dying and loving . . .,pos,0,0
it offers little beyond the momentary joys of pretty and weightless intellectual entertainment .,neg,0,0
there's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career .,neg,0,0
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .,pos,0,0
"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind .",pos,0,0
"the film never rises above a conventional , two dimension tal",neg,0,0
"this movie may not have the highest production values you've ever seen , but it's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep .",pos,0,0
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",neg,0,0
"if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all bluster and cliché .",neg,0,0
"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",pos,0,1
the first fatal attraction was vile enough . do we really need the tiger beat version ?,neg,0,0
"if i have to choose between gorgeous animation and a lame story ( like , say , treasure planet ) or so-so animation and an exciting , clever story with a batch of appealing characters , i'll take the latter every time .",pos,1,0
"a depressing confirmation of everything those of us who don't object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",pos,0,0
an appealingly juvenile trifle that delivers its share of laughs and smiles .,pos,0,0
illuminating if overly talky documentary .,pos,0,0
"lan yu is certainly a serviceable melodrama , but it doesn't even try for the greatness that happy together shoots for ( and misses ) .",neg,0,0
"nonsensical , dull "" cyber-horror "" flick is a grim , hollow exercise in flat scares and bad acting .",neg,0,2
"though writer/director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup's anchoring performance .",pos,0,0
a straight-ahead thriller that never rises above superficiality .,neg,0,0
"bogs down badly as we absorb jia's moody , bad-boy behavior which he portrays himself in a one-note performance .",neg,0,0
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .",pos,1,0
i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .,neg,0,0
"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",pos,1,0
"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance .",pos,0,0
overcomes its visual hideousness with a sharp script and strong performances .,pos,0,0
this version incarnates the prophetic book in a way even its exacting author might admire .,pos,1,0
"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so .",neg,0,0
"when it's not wallowing in hormonal melodrama , "" real women have curves "" is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams .",pos,0,0
"a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .",neg,0,0
"if jews were catholics , this would be catechis",neg,0,0
"if melville is creatively a great whale , this film is canned tuna .",neg,1,0
"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i n",pos,0,0
long time dead ? not nearly long enough .,neg,0,0
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,neg,0,0
murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . .,pos,0,0
"a movie i loved on first sight and , even more important , love in remembrance .",pos,1,0
"a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special .",neg,0,0
me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .,pos,0,0
"director barry skolnick and his screenwriters glibly tick off every point of "" the longest yard "" playbook like a checklist .",neg,0,0
the sweetest thing leaves a bitter taste .,neg,0,0
"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",neg,0,0
"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd .",neg,0,0
traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill .,neg,0,0
a well-acted movie that simply doesn't gel .,neg,0,0
"if religious films aren't your bailiwick , stay away . otherwise , this could be a passable date film .",neg,0,0
rates an 'e' for effort -- and a 'b' for boring .,neg,0,1
the movie is virtually without context -- journalistic or historical . what's worse is that pelosi knows it .,neg,0,0
it's just rather leaden and dull .,neg,0,0
"by the end , i was looking for something hard with which to bludgeon myself unconscious .",neg,0,0
"graphic sex may be what's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake .",pos,0,0
it's a frankenstein-monster of a film that doesn't know what it wants to be .,neg,0,0
more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,neg,0,0
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,pos,2,0
suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star .,neg,0,0
"this rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens . . . or if it were subtler . . . or if it had a sense of humor .",neg,0,0
"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",neg,0,0
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,pos,1,0
"even if you're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor .",pos,0,0
"this heist flick about young brooklyn hoods is off the shelf after two years to capitalize on the popularity of vin diesel , seth green and barry pepper . it should have stayed there .",neg,0,0
"for all the writhing and wailing , tears , rage and opium overdoses , there's no sense of actual passion being washed away in love's dissolution .",neg,0,0
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries .,pos,0,0
"a photographic marvel of sorts , and it's certainly an invaluable record of that special fishy community .",pos,0,0
"much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",pos,0,0
so boring that even its target audience talked all the way through it .,neg,0,1
"there's not much to fatale , outside of its stylish surprises . . . but that's ok .",pos,0,0
"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party .",neg,1,0
"it represents better-than-average movie-making that doesn't demand a dumb , distracted audience .",pos,0,1
tailored to entertain !,pos,0,0
"it's at once laughable and compulsively watchable , in its committed dumbness .",neg,0,0
"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",pos,0,0
"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",neg,0,0
director chris eyre is going through the paces again with his usual high melodramatic style of filmmaking .,neg,0,0
"elegant , mannered and teasing .",pos,0,0
"one hour photo may seem disappointing in its generalities , but it's the little nuances that perhaps had to escape from director mark romanek's self-conscious scrutiny to happen , that finally get under your skin .",pos,0,0
automatically pegs itself for the straight-to-video sci-fi rental shelf .,neg,0,0
"effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken .",pos,0,0
"short-story quaint , touchingly mending a child's pain for his dead mother via communication with an old woman straight out of eudora welty .",pos,0,0
a rather average action film that benefits from several funny moments supplied by epps .,neg,0,0
enjoy it for what it is ; you can hate yourself later .,pos,0,1
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",neg,0,0
"the story . . . is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . it is also a testament to the integrity and vision of the band .",pos,0,1
"the jokes are flat , and the action looks fake .",neg,0,0
"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",pos,0,0
an empty shell of an epic rather than the real deal .,neg,0,0
"qutting may be a flawed film , but it is nothing if not sincere .",pos,0,0
"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing .",neg,0,0
"by no means a great movie , but it is a refreshingly forthright one .",pos,1,0
"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",neg,0,0
"kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",pos,0,0
the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .,pos,1,0
"'anyone with a passion for cinema , and indeed sex , should see it as soon as possible . ",pos,0,0
"i've always dreamed of attending cannes , but after seeing this film , it's not that big a deal .",neg,0,0
manages to be both hugely entertaining and uplifting .,pos,0,0
[fessenden] is much more into ambiguity and creating mood than he is for on screen thrill,pos,0,0
"it's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .",pos,1,0
"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",pos,1,0
"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .",pos,0,0
a movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection .,pos,1,0
i got a headache watching this meaningless downer .,neg,0,0
it trusts the story it sets out to tell .,pos,0,0
degenerates into hogwash .,neg,0,0
these people wouldn't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,neg,0,0
"this is not chabrol's best , but even his lesser works outshine the best some directors can offer .",pos,2,0
 . . . blade ii is more enjoyable than the original .,pos,0,0
"[director] o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .",neg,1,0
"vibrantly colored and beautifully designed , metropolis is a feast for the eyes .",pos,0,0
"'moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . ",pos,0,0
zhang . . . has done an amazing job of getting realistic performances from his mainly nonprofessional cast .,pos,1,0
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",pos,0,0
"an uncluttered , resonant gem that relays its universal points without lectures or confrontations .",pos,0,0
"though catch me if you can isn't badly made , the fun slowly leaks out of the movie .",neg,1,0
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .,pos,1,0
"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making .",neg,0,0
not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow .,neg,0,0
"more intimate than spectacular , e . t . is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",pos,0,0
dawdles and drags when it should pop ; it doesn't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,neg,0,0
director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama .,neg,0,0
"nicks , seemingly uncertain what's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .",neg,0,0
there has been a string of ensemble cast romances recently . . . but peter mattei's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note .,pos,1,0
"cannon's confidence and laid-back good spirits are , with the drumming routines , among the film's saving graces .",pos,1,0
"in its ragged , cheap and unassuming way , the movie works .",pos,0,0
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue .,pos,1,0
couldn't someone take rob schneider and have him switch bodies with a funny person ?,neg,0,0
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,pos,0,0
"it made me feel unclean , and i'm the guy who liked there's something about mary and both american pie movies . oh , and booty call .",neg,0,0
francophiles will snicker knowingly and you'll want to slap them .,pos,0,0
"there's something deeply creepy about never again , a new arrow in schaeffer's quiver of ineptitudes .",neg,0,1
the most compelling wiseman epic of recent years .,pos,0,0
the result is something quite fresh and delightful .,pos,0,0
 . . . the story simply putters along looking for astute observations and coming up blank .,neg,0,0
serving sara should be served an eviction notice at every theater stuck with it .,neg,0,0
the result is mesmerizing -- filled with menace and squalor .,pos,0,0
dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .,pos,0,0
the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience .,neg,0,0
"the powers team has fashioned a comedy with more laughs than many , no question . but this time there's some mold on the gold .",pos,0,0
"a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact .",neg,1,0
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .,pos,0,0
"feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",neg,0,0
"all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast .",pos,1,0
"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",pos,1,0
"its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",pos,0,0
a well made indieflick in need of some trims and a more chemistry between its stars .,neg,0,0
"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",pos,1,0
if high crimes were any more generic it would have a universal product code instead of a title .,neg,0,0
manages to be sweet and wickedly satisfying at the same time .,pos,0,0
"[the digital effects] reminded me of terry gilliam's rudimentary old monty python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",pos,0,0
"if you sometimes like to go to the movies to have fun , wasabi is a good place to start .",pos,2,0
"although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",pos,1,0
a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili .,pos,0,0
there's lots of cool stuff packed into espn's ultimate x .,pos,0,0
"stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's "" waking up in reno . "" go back to sleep .",neg,0,1
"it is bad , but certainly not without merit as entertainment .",neg,0,1
"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed .",neg,0,0
"even if you feel like you've seen this movie a thousand times before , it is kind of enjoyable thanks mainly to belushi's easy-going likableness .",neg,0,0
"it's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",neg,0,0
"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen , which , in this day and age , is of course the point .",pos,0,0
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,pos,1,0
"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",neg,1,0
do not see this film .,neg,0,0
"amazing ! a college story that works even without vulgarity , sex scenes , and cussing !",pos,1,0
a fascinating and fun film .,pos,1,0
"for the most part , it works beautifully as a movie without sacrificing the integrity of the opera .",pos,0,0
outrageousness is all plympton seemed to be going for this time . we miss the quirky amazement that used to come along for an integral part of the ride .,neg,0,0
" "" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see .",pos,1,0
both damning and damned compelling .,pos,0,0
"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .",neg,0,0
"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",neg,0,0
lacks dramatic punch and depth .,neg,0,0
everyone's to blame here .,neg,0,0
"continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .",pos,1,1
"there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .",pos,0,0
"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",pos,1,0
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",pos,0,0
shyamalan should stop trying to please his mom .,neg,0,0
" . . . a sweetly affecting story about four sisters who are coping , in one way or another , with life's endgame .",pos,0,0
"writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",pos,0,0
"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour .",pos,0,0
exhibits the shallow sensationalism characteristic of soap opera . . . more salacious telenovela than serious drama .,neg,0,0
for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,pos,1,0
an ebullient tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .,pos,0,0
"the movie's seams may show . . . but pellington gives "" mothman "" an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .",pos,0,0
"on a certain base level , blue crush delivers what it promises , just not well enough to recommend it .",neg,0,0
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,pos,0,0
it's refreshing to see a girl-power movie that doesn't feel it has to prove anything .,pos,0,0
"sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",neg,0,1
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",neg,0,0
"whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .",neg,0,0
"so clichéd that , at one point , they literally upset an apple cart .",neg,0,0
"never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .",neg,0,0
a forceful drama of an alienated executive who re-invents himself .,pos,0,0
"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements .",neg,0,0
harland williams is so funny in drag he should consider permanent sex-reassignment .,neg,0,0
"slap me , i saw this movie .",neg,0,0
"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",neg,0,0
"a blair witch- style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .",neg,0,1
sweet home alabama certainly won't be remembered as one of [witherspoon's] better films .,neg,0,0
ali's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,pos,0,0
"on its own , big trouble could be considered a funny little film .",pos,0,0
"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .",pos,0,0
there's no way to sort out the mess in our heads and deconstruct where it all went wrong . this is an hour and a half of daydreaming .,neg,0,0
jarecki and gibney do find enough material to bring kissinger's record into question and explain how the diplomat's tweaked version of statecraft may have cost thousands and possibly millions of lives .,pos,0,0
"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .",pos,0,0
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,pos,0,0
an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .,pos,1,0
"una película oscura , precisa , por momentos grandiosa y casi siempre conmovedora .",pos,0,0
"full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyn",neg,0,0
an energetic and engaging film that never pretends to be something it isn't .,pos,0,0
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",pos,0,0
"too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .",neg,0,0
"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .",pos,1,0
it appears as if even the filmmakers didn't know what kind of movie they were making .,neg,0,0
"amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop .",pos,0,0
"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal .",neg,0,0
"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge .",neg,0,0
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .",pos,0,0
the vistas are sweeping and the acting is far from painful .,pos,0,0
ferrara's best film in years .,pos,1,0
"good performances and a realistic , non-exploitive approach make paid in full worth seeing .",pos,1,0
everything that was right about blade is wrong in its sequel .,neg,0,0
"both flawed and delayed , martin scorcese's gangs of new york still emerges as his most vital work since goodfellas .",pos,0,0
director david jacobson gives dahmer a consideration that the murderer never game his victims .,pos,0,0
diverting french comedy in which a husband has to cope with the pesky moods of jealousy .,pos,0,0
"instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view .",pos,0,0
 . . . a preachy parable stylized with a touch of john woo bullet ballet .,neg,0,0
hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .,pos,0,0
a lively and engaging examination of how similar obsessions can dominate a family .,pos,0,0
"everything else about high crimes is , like the military system of justice it portrays , tiresomely regimented .",neg,0,0
a standard haunted house tale transplanted to the high seas .,neg,0,0
the casting of raymond j . barry as the 'assassin' greatly enhances the quality of neil burger's impressive fake documentary .,pos,1,0
"when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip . or else a doggie winks .",neg,0,0
a movie of technical skill and rare depth of intellect and feeling .,pos,0,0
"an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat .",pos,0,0
morton deserves an oscar nomination .,pos,0,0
it's no lie -- big fat liar is a real charmer .,pos,0,0
"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",neg,0,0
the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .,pos,0,0
"the entire movie is about a boring , sad man being boring and sad .",neg,0,2
catch it . . . if you can !,pos,0,0
